Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Revenue,journey_month,journey_day,journey_weekday,journey_quarter,month_name,duration_mins,stops_clean,dep_hour,dep_time_of_day,arrival_hour,arrival_time_of_day,price_band
IndiGo,2019-03-24,Mumbai,Hyderabad,BOM → HYD,16:55,18:25,1h 30m,non-stop,No info,3175,3175,3,24,6,1,Mar,90,0,16,Afternoon,18,Evening,Budget
Multiple carriers,2019-05-01,Delhi,Cochin,DEL → BOM → COK,9:00,19:00,10h,1 stop,No info,10407,10407,5,1,2,2,May,600,1,9,Morning,19,Evening,Premium
IndiGo,2019-06-09,Banglore,Delhi,BLR → DEL,4:00,6:50,2h 50m,non-stop,No info,4423,4423,6,9,6,2,Jun,170,0,4,Night,6,Morning,Budget
Vistara,2019-05-12,Kolkata,Banglore,CCU → DEL → BLR,17:00,10/05/26 20:20,27h 20m,1 stop,No info,9555,9555,5,12,6,2,May,1640,1,17,Evening,20,Evening,Mid-Range
Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,16:30,02/04/26 16:20,23h 50m,1 stop,No info,12681,12681,3,24,6,1,Mar,1430,1,16,Afternoon,16,Afternoon,Premium
Jet Airways,2019-05-01,Kolkata,Banglore,CCU → BOM → BLR,14:05,07/06/26 4:40,14h 35m,1 stop,No info,13059,13059,5,1,2,2,May,875,1,14,Afternoon,4,Night,Premium
Jet Airways,2019-06-09,Kolkata,Banglore,CCU → BOM → BLR,16:30,10/05/26 10:05,17h 35m,1 stop,In-flight meal not included,8586,8586,6,9,6,2,Jun,1055,1,16,Afternoon,10,Morning,Mid-Range
GoAir,2019-05-12,Banglore,Delhi,BLR → DEL,20:55,23:40,2h 45m,non-stop,No info,3419,3419,5,12,6,2,May,165,0,20,Evening,23,Night,Budget
SpiceJet,2019-03-24,Kolkata,Banglore,CCU → BLR,17:10,19:40,2h 30m,non-stop,No info,3873,3873,3,24,6,1,Mar,150,0,17,Evening,19,Evening,Budget
Air India,2019-05-01,Kolkata,Banglore,CCU → DEL → BLR,10:00,20:25,10h 25m,1 stop,No info,10203,10203,5,1,2,2,May,625,1,10,Morning,20,Evening,Premium
Jet Airways,2019-06-09,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,28/05/26 4:25,8h 55m,2 stops,In-flight meal not included,13029,13029,6,9,6,2,Jun,535,2,19,Evening,4,Night,Premium
Jet Airways,2019-05-12,Kolkata,Banglore,CCU → BOM → BLR,16:30,22:35,6h 5m,1 stop,In-flight meal not included,10844,10844,5,12,6,2,May,365,1,16,Afternoon,22,Night,Premium
Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,18:55,25/03/26 8:10,13h 15m,1 stop,In-flight meal not included,11134,11134,3,24,6,1,Mar,795,1,18,Evening,8,Morning,Premium
Vistara,2019-05-01,Kolkata,Banglore,CCU → DEL → BLR,20:20,13/06/26 18:50,22h 30m,1 stop,No info,8610,8610,5,1,2,2,May,1350,1,20,Evening,18,Evening,Mid-Range
IndiGo,2019-06-09,Kolkata,Banglore,CCU → BLR,20:20,22:55,2h 35m,non-stop,No info,4174,4174,6,9,6,2,Jun,155,0,20,Evening,22,Night,Budget
Jet Airways,2019-05-12,Banglore,New Delhi,BLR → BOM → DEL,8:00,13/03/26 9:30,25h 30m,1 stop,In-flight meal not included,11087,11087,5,12,6,2,May,1530,1,8,Morning,9,Morning,Premium
SpiceJet,2019-03-24,Banglore,Delhi,BLR → DEL,21:10,19/06/26 0:05,2h 55m,non-stop,No info,3971,3971,3,24,6,1,Mar,175,0,21,Night,0,Night,Budget
Jet Airways,2019-05-01,Delhi,Cochin,DEL → BOM → COK,7:05,19:00,11h 55m,1 stop,No info,17531,17531,5,1,2,2,May,715,1,7,Morning,19,Evening,Premium
SpiceJet,2019-06-09,Banglore,Delhi,BLR → DEL,5:55,8:35,2h 40m,non-stop,No check-in baggage included,3573,3573,6,9,6,2,Jun,160,0,5,Morning,8,Morning,Budget
Air India,2019-05-12,Kolkata,Banglore,CCU → BOM → BLR,9:25,02/05/26 7:55,22h 30m,1 stop,No info,8366,8366,5,12,6,2,May,1350,1,9,Morning,7,Morning,Mid-Range
Air India,2019-03-24,Kolkata,Banglore,CCU → BLR,14:15,16:45,2h 30m,non-stop,No info,13885,13885,3,24,6,1,Mar,150,0,14,Afternoon,16,Afternoon,Premium
Multiple carriers,2019-05-01,Delhi,Cochin,DEL → IXU → BOM → COK,17:50,10/06/26 1:30,7h 40m,2 stops,No info,18485,18485,5,1,2,2,May,460,2,17,Evening,1,Night,Premium
Air Asia,2019-06-09,Kolkata,Banglore,CCU → BLR,19:55,22:25,2h 30m,non-stop,No info,4409,4409,6,9,6,2,Jun,150,0,19,Evening,22,Night,Budget
Vistara,2019-05-12,Kolkata,Banglore,CCU → DEL → BLR,20:20,02/05/26 23:25,27h 5m,1 stop,No info,8085,8085,5,12,6,2,May,1625,1,20,Evening,23,Night,Mid-Range
Multiple carriers,2019-03-24,Delhi,Cochin,DEL → BOM → COK,17:30,07/06/26 1:30,8h,1 stop,No info,13377,13377,3,24,6,1,Mar,480,1,17,Evening,1,Night,Premium
Air India,2019-05-01,Delhi,Cochin,DEL → UDR → BOM → COK,13:20,22/05/26 7:40,18h 20m,2 stops,No info,13538,13538,5,1,2,2,May,1100,2,13,Afternoon,7,Morning,Premium
Multiple carriers,2019-06-09,Delhi,Cochin,DEL → BOM → COK,19:00,07/03/26 1:35,6h 35m,1 stop,No info,15147,15147,6,9,6,2,Jun,395,1,19,Evening,1,Night,Premium
Jet Airways,2019-05-12,Banglore,Delhi,BLR → DEL,11:10,14:05,2h 55m,non-stop,In-flight meal not included,4030,4030,5,12,6,2,May,175,0,11,Morning,14,Afternoon,Budget
Multiple carriers,2019-03-24,Delhi,Cochin,DEL → BOM → COK,8:00,19:15,11h 15m,1 stop,No info,14848,14848,3,24,6,1,Mar,675,1,8,Morning,19,Evening,Premium
Jet Airways,2019-05-01,Banglore,New Delhi,BLR → BOM → DEL,22:50,16/03/26 8:15,9h 25m,1 stop,No info,13555,13555,5,1,2,2,May,565,1,22,Night,8,Morning,Premium
Air India,2019-06-09,Delhi,Cochin,DEL → HYD → MAA → COK,7:05,19/05/26 9:25,26h 20m,2 stops,No info,10975,10975,6,9,6,2,Jun,1580,2,7,Morning,9,Morning,Premium
Jet Airways,2019-05-12,Delhi,Cochin,DEL → JAI → BOM → COK,9:40,22/05/26 12:35,26h 55m,2 stops,In-flight meal not included,13029,13029,5,12,6,2,May,1615,2,9,Morning,12,Afternoon,Premium
Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,8:25,13/05/26 9:20,24h 55m,1 stop,In-flight meal not included,9663,9663,3,24,6,1,Mar,1495,1,8,Morning,9,Morning,Mid-Range
Jet Airways,2019-05-01,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1h 30m,non-stop,In-flight meal not included,4050,4050,5,1,2,2,May,90,0,10,Morning,11,Morning,Budget
Jet Airways,2019-06-09,Delhi,Cochin,DEL → BOM → COK,17:30,04/06/26 4:25,10h 55m,1 stop,No info,14714,14714,6,9,6,2,Jun,655,1,17,Evening,4,Night,Premium
Air India,2019-05-12,Banglore,New Delhi,BLR → VGA → HYD → DEL,10:30,21:25,10h 55m,2 stops,No info,11213,11213,5,12,6,2,May,655,2,10,Morning,21,Night,Premium
Jet Airways,2019-03-24,Banglore,Delhi,BLR → DEL,6:00,8:45,2h 45m,non-stop,In-flight meal not included,4544,4544,3,24,6,1,Mar,165,0,6,Morning,8,Morning,Budget
SpiceJet,2019-05-01,Kolkata,Banglore,CCU → BLR,9:00,11:25,2h 25m,non-stop,No info,3873,3873,5,1,2,2,May,145,0,9,Morning,11,Morning,Budget
Multiple carriers,2019-06-09,Delhi,Cochin,DEL → BOM → COK,13:00,21:00,8h,1 stop,No info,12537,12537,6,9,6,2,Jun,480,1,13,Afternoon,21,Night,Premium
Jet Airways,2019-05-12,Kolkata,Banglore,CCU → DEL → BLR,9:35,19:10,9h 35m,1 stop,No info,13067,13067,5,12,6,2,May,575,1,9,Morning,19,Evening,Premium
Jet Airways,2019-03-24,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,11/05/26 4:25,29h 20m,2 stops,No info,16704,16704,3,24,6,1,Mar,1760,2,23,Night,4,Night,Premium
Air India,2019-05-01,Banglore,New Delhi,BLR → BOM → DEL,6:45,12:15,5h 30m,1 stop,No info,8714,8714,5,1,2,2,May,330,1,6,Morning,12,Afternoon,Mid-Range
Jet Airways,2019-06-09,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,04/06/26 12:35,22h,2 stops,No info,13376,13376,6,9,6,2,Jun,1320,2,14,Afternoon,12,Afternoon,Premium
SpiceJet,2019-05-12,Chennai,Kolkata,MAA → CCU,8:20,10:35,2h 15m,non-stop,No info,3597,3597,5,12,6,2,May,135,0,8,Morning,10,Morning,Budget
Multiple carriers,2019-03-24,Delhi,Cochin,DEL → BOM → COK,12:50,19/05/26 1:30,12h 40m,1 stop,No info,7670,7670,3,24,6,1,Mar,760,1,12,Afternoon,1,Night,Mid-Range
Air India,2019-05-01,Kolkata,Banglore,CCU → GAU → DEL → BLR,9:50,25/03/26 23:15,37h 25m,2 stops,No info,14410,14410,5,1,2,2,May,2245,2,9,Morning,23,Night,Premium
Air India,2019-06-09,Delhi,Cochin,DEL → MAA → COK,9:45,16/05/26 9:25,23h 40m,1 stop,No info,7480,7480,6,9,6,2,Jun,1420,1,9,Morning,9,Morning,Mid-Range
Jet Airways,2019-05-12,Kolkata,Banglore,CCU → BOM → BLR,20:00,10/05/26 18:15,22h 15m,1 stop,No info,13584,13584,5,12,6,2,May,1335,1,20,Evening,18,Evening,Premium
Jet Airways,2019-05-01,Banglore,Delhi,BLR → DEL,17:45,20:45,3h,non-stop,In-flight meal not included,4544,4544,5,1,2,2,May,180,0,17,Evening,20,Evening,Budget
Multiple carriers,2019-06-09,Delhi,Cochin,DEL → BOM → COK,9:15,19:15,10h,1 stop,No info,8099,8099,6,9,6,2,Jun,600,1,9,Morning,19,Evening,Mid-Range
Jet Airways,2019-05-12,Kolkata,Banglore,CCU → BOM → BLR,16:30,16/05/26 4:40,12h 10m,1 stop,In-flight meal not included,10844,10844,5,12,6,2,May,730,1,16,Afternoon,4,Night,Premium
Jet Airways,2019-03-24,Delhi,Cochin,DEL → BOM → COK,19:15,22/03/26 4:25,9h 10m,1 stop,No info,12557,12557,3,24,6,1,Mar,550,1,19,Evening,4,Night,Premium
Jet Airways,2019-05-01,Delhi,Cochin,DEL → COK,11:00,14:15,3h 15m,non-stop,No info,9564,9564,5,1,2,2,May,195,0,11,Morning,14,Afternoon,Mid-Range
Jet Airways,2019-06-09,Banglore,New Delhi,BLR → BOM → DEL,21:25,13/03/26 9:30,12h 5m,1 stop,No info,13817,13817,6,9,6,2,Jun,725,1,21,Night,9,Morning,Premium
Jet Airways,2019-05-12,Kolkata,Banglore,CCU → DEL → BLR,9:35,19:10,9h 35m,1 stop,In-flight meal not included,12384,12384,5,12,6,2,May,575,1,9,Morning,19,Evening,Premium
Multiple carriers,2019-03-24,Delhi,Cochin,DEL → BOM → COK,4:55,19:15,14h 20m,1 stop,No info,7575,7575,3,24,6,1,Mar,860,1,4,Night,19,Evening,Mid-Range
Air India,2019-05-01,Kolkata,Banglore,CCU → GAU → DEL → BLR,16:45,07/05/26 12:00,19h 15m,2 stops,No info,14120,14120,5,1,2,2,May,1155,2,16,Afternoon,12,Afternoon,Premium
Multiple carriers,2019-06-09,Delhi,Cochin,DEL → HYD → COK,7:05,22:20,15h 15m,1 stop,No info,6916,6916,6,9,6,2,Jun,915,1,7,Morning,22,Night,Mid-Range
Multiple carriers,2019-05-12,Delhi,Cochin,DEL → HYD → COK,7:10,22:30,15h 20m,1 stop,No info,7878,7878,5,12,6,2,May,920,1,7,Morning,22,Night,Mid-Range
Jet Airways,2019-03-24,Banglore,New Delhi,BLR → BOM → DEL,22:50,16/03/26 20:20,21h 30m,1 stop,In-flight meal not included,11087,11087,3,24,6,1,Mar,1290,1,22,Night,20,Evening,Premium
IndiGo,2019-05-01,Kolkata,Banglore,CCU → BLR,14:25,16:55,2h 30m,non-stop,No info,4804,4804,5,1,2,2,May,150,0,14,Afternoon,16,Afternoon,Budget
SpiceJet,2019-06-09,Chennai,Kolkata,MAA → CCU,9:45,12:00,2h 15m,non-stop,No info,3597,3597,6,9,6,2,Jun,135,0,9,Morning,12,Afternoon,Budget
Air India,2019-05-12,Kolkata,Banglore,CCU → IXR → DEL → BLR,5:50,16/05/26 16:15,34h 25m,2 stops,No info,12723,12723,5,12,6,2,May,2065,2,5,Morning,16,Afternoon,Premium
IndiGo,2019-03-24,Mumbai,Hyderabad,BOM → HYD,20:05,21:40,1h 35m,non-stop,No info,2227,2227,3,24,6,1,Mar,95,0,20,Evening,21,Night,Budget
Air India,2019-05-01,Delhi,Cochin,DEL → BOM → COK,7:00,19:15,12h 15m,1 stop,No info,9929,9929,5,1,2,2,May,735,1,7,Morning,19,Evening,Mid-Range
Jet Airways,2019-06-09,Kolkata,Banglore,CCU → BOM → BLR,21:10,10/06/26 9:20,12h 10m,1 stop,In-flight meal not included,11841,11841,6,9,6,2,Jun,730,1,21,Night,9,Morning,Premium
Jet Airways,2019-05-12,Delhi,Cochin,DEL → BOM → COK,11:30,10/05/26 4:25,16h 55m,1 stop,In-flight meal not included,12373,12373,5,12,6,2,May,1015,1,11,Morning,4,Night,Premium
Jet Airways,2019-03-24,Delhi,Cochin,DEL → BOM → COK,20:55,22/05/26 19:00,22h 5m,1 stop,In-flight meal not included,12898,12898,3,24,6,1,Mar,1325,1,20,Evening,19,Evening,Premium
Air India,2019-05-01,Delhi,Cochin,DEL → BHO → BOM → COK,5:55,04/03/26 7:40,25h 45m,2 stops,No info,15113,15113,5,1,2,2,May,1545,2,5,Morning,7,Morning,Premium
Multiple carriers,2019-06-09,Delhi,Cochin,DEL → BOM → COK,11:40,19:00,7h 20m,1 stop,No info,10529,10529,6,9,6,2,Jun,440,1,11,Morning,19,Evening,Premium
Air India,2019-05-12,Delhi,Cochin,DEL → HYD → BOM → COK,13:05,28/03/26 7:40,18h 35m,2 stops,No info,8875,8875,5,12,6,2,May,1115,2,13,Afternoon,7,Morning,Mid-Range
Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,8:25,20:45,12h 20m,1 stop,In-flight meal not included,10844,10844,3,24,6,1,Mar,740,1,8,Morning,20,Evening,Premium
Air India,2019-05-01,Banglore,New Delhi,BLR → DEL,6:10,8:55,2h 45m,non-stop,No info,15676,15676,5,1,2,2,May,165,0,6,Morning,8,Morning,Premium
Jet Airways,2019-06-09,Kolkata,Banglore,CCU → BOM → BLR,8:25,23:35,15h 10m,1 stop,In-flight meal not included,7064,7064,6,9,6,2,Jun,910,1,8,Morning,23,Night,Mid-Range
Jet Airways,2019-05-12,Kolkata,Banglore,CCU → BOM → BLR,8:25,19:50,11h 25m,1 stop,In-flight meal not included,10844,10844,5,12,6,2,May,685,1,8,Morning,19,Evening,Premium
Jet Airways,2019-03-24,Mumbai,Hyderabad,BOM → DEL → HYD,14:00,07/03/26 16:50,26h 50m,1 stop,No info,19595,19595,3,24,6,1,Mar,1610,1,14,Afternoon,16,Afternoon,Premium
Jet Airways,2019-05-01,Kolkata,Banglore,CCU → BOM → BLR,14:05,02/05/26 8:15,18h 10m,1 stop,No info,13941,13941,5,1,2,2,May,1090,1,14,Afternoon,8,Morning,Premium
IndiGo,2019-06-09,Delhi,Cochin,DEL → HYD → COK,8:35,16:10,7h 35m,1 stop,No info,6790,6790,6,9,6,2,Jun,455,1,8,Morning,16,Afternoon,Mid-Range
SpiceJet,2019-05-12,Kolkata,Banglore,CCU → BLR,9:00,11:25,2h 25m,non-stop,No check-in baggage included,3841,3841,5,12,6,2,May,145,0,9,Morning,11,Morning,Budget
Jet Airways,2019-03-24,Banglore,New Delhi,BLR → BOM → DEL,11:40,16/03/26 9:00,21h 20m,1 stop,In-flight meal not included,11087,11087,3,24,6,1,Mar,1280,1,11,Morning,9,Morning,Premium
Air India,2019-05-01,Delhi,Cochin,DEL → AMD → BOM → COK,19:45,16/05/26 19:15,23h 30m,2 stops,No info,11491,11491,5,1,2,2,May,1410,2,19,Evening,19,Evening,Premium
IndiGo,2019-06-09,Banglore,Delhi,BLR → DEL,5:30,8:20,2h 50m,non-stop,No info,3943,3943,6,9,6,2,Jun,170,0,5,Morning,8,Morning,Budget
Jet Airways,2019-05-12,Banglore,New Delhi,BLR → BOM → DEL,11:40,02/03/26 7:40,20h,1 stop,No info,22270,22270,5,12,6,2,May,1200,1,11,Morning,7,Morning,Premium
Vistara,2019-03-24,Banglore,Delhi,BLR → DEL,17:00,19:35,2h 35m,non-stop,No info,4878,4878,3,24,6,1,Mar,155,0,17,Evening,19,Evening,Budget
Jet Airways,2019-05-01,Delhi,Cochin,DEL → BOM → COK,22:50,10/06/26 4:25,5h 35m,1 stop,No info,14714,14714,5,1,2,2,May,335,1,22,Night,4,Night,Premium
Multiple carriers,2019-06-09,Delhi,Cochin,DEL → BOM → COK,6:40,19:00,12h 20m,1 stop,No info,10877,10877,6,9,6,2,Jun,740,1,6,Morning,19,Evening,Premium
Air India,2019-05-12,Delhi,Cochin,DEL → AMD → BOM → COK,19:45,16/06/26 19:15,23h 30m,2 stops,No info,9653,9653,5,12,6,2,May,1410,2,19,Evening,19,Evening,Mid-Range
Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,20:00,25/05/26 12:00,16h,1 stop,No info,14571,14571,3,24,6,1,Mar,960,1,20,Evening,12,Afternoon,Premium
Jet Airways,2019-05-01,Kolkata,Banglore,CCU → BOM → BLR,18:55,02/04/26 20:45,25h 50m,1 stop,In-flight meal not included,7064,7064,5,1,2,2,May,1550,1,18,Evening,20,Evening,Mid-Range
IndiGo,2019-06-09,Kolkata,Banglore,CCU → BLR,15:20,17:55,2h 35m,non-stop,No info,5618,5618,6,9,6,2,Jun,155,0,15,Afternoon,17,Evening,Mid-Range
Multiple carriers,2019-05-12,Delhi,Cochin,DEL → BOM → COK,14:00,16/05/26 1:30,11h 30m,1 stop,No info,13727,13727,5,12,6,2,May,690,1,14,Afternoon,1,Night,Premium
Vistara,2019-03-24,Delhi,Cochin,DEL → COK,14:40,17:50,3h 10m,non-stop,No info,4851,4851,3,24,6,1,Mar,190,0,14,Afternoon,17,Evening,Budget
Air India,2019-05-01,Kolkata,Banglore,CCU → BBI → BOM → BLR,9:10,21:50,12h 40m,2 stops,No info,15187,15187,5,1,2,2,May,760,2,9,Morning,21,Night,Premium
GoAir,2019-06-09,Banglore,Delhi,BLR → DEL,7:45,10:40,2h 55m,non-stop,No info,3419,3419,6,9,6,2,Jun,175,0,7,Morning,10,Morning,Budget
IndiGo,2019-05-12,Banglore,Delhi,BLR → DEL,6:05,8:50,2h 45m,non-stop,No info,3943,3943,5,12,6,2,May,165,0,6,Morning,8,Morning,Budget
Jet Airways,2019-03-24,Delhi,Cochin,DEL → JAI → BOM → COK,9:40,19/05/26 12:35,26h 55m,2 stops,No info,15129,15129,3,24,6,1,Mar,1615,2,9,Morning,12,Afternoon,Premium
IndiGo,2019-05-01,Banglore,Delhi,BLR → DEL,0:25,3:15,2h 50m,non-stop,No info,3419,3419,5,1,2,2,May,170,0,0,Night,3,Night,Budget
Air India,2019-06-09,Delhi,Cochin,DEL → BHO → BOM → COK,20:00,22/05/26 19:15,23h 15m,2 stops,No info,10861,10861,6,9,6,2,Jun,1395,2,20,Evening,19,Evening,Premium
IndiGo,2019-05-12,Delhi,Cochin,DEL → BLR → COK,5:10,10:05,4h 55m,1 stop,No info,7074,7074,5,12,6,2,May,295,1,5,Morning,10,Morning,Mid-Range
Air India,2019-03-24,Kolkata,Banglore,CCU → BOM → COK → BLR,9:25,07/05/26 15:05,29h 40m,2 stops,No info,11542,11542,3,24,6,1,Mar,1780,2,9,Morning,15,Afternoon,Premium
IndiGo,2019-05-01,Delhi,Cochin,DEL → HYD → COK,6:50,12:10,5h 20m,1 stop,No info,6968,6968,5,1,2,2,May,320,1,6,Morning,12,Afternoon,Mid-Range
Jet Airways,2019-06-09,Banglore,Delhi,BLR → DEL,17:45,20:45,3h,non-stop,In-flight meal not included,5769,5769,6,9,6,2,Jun,180,0,17,Evening,20,Evening,Mid-Range
Vistara,2019-05-12,Kolkata,Banglore,CCU → DEL → BLR,20:20,13/06/26 22:40,26h 20m,1 stop,No info,7927,7927,5,12,6,2,May,1580,1,20,Evening,22,Night,Mid-Range
Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,18:55,13/06/26 8:15,13h 20m,1 stop,No info,13044,13044,3,24,6,1,Mar,800,1,18,Evening,8,Morning,Premium
Jet Airways,2019-05-01,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,22/05/26 12:35,13h 30m,2 stops,No info,15129,15129,5,1,2,2,May,810,2,23,Night,12,Afternoon,Premium
SpiceJet,2019-06-09,Kolkata,Banglore,CCU → BLR,9:00,11:25,2h 25m,non-stop,No check-in baggage included,3841,3841,6,9,6,2,Jun,145,0,9,Morning,11,Morning,Budget
IndiGo,2019-05-12,Kolkata,Banglore,CCU → BLR,20:20,22:55,2h 35m,non-stop,No info,4804,4804,5,12,6,2,May,155,0,20,Evening,22,Night,Budget
SpiceJet,2019-03-24,Banglore,Delhi,BLR → DEL,5:55,8:35,2h 40m,non-stop,No check-in baggage included,4319,4319,3,24,6,1,Mar,160,0,5,Morning,8,Morning,Budget
Jet Airways,2019-05-01,Delhi,Cochin,DEL → BOM → COK,21:50,28/05/26 19:00,21h 10m,1 stop,No info,16079,16079,5,1,2,2,May,1270,1,21,Night,19,Evening,Premium
IndiGo,2019-05-12,Delhi,Cochin,DEL → BOM → COK,17:30,10/03/26 1:35,8h 5m,1 stop,No info,12351,12351,5,12,6,2,May,485,1,17,Evening,1,Night,Premium
Jet Airways,2019-03-24,Kolkata,Banglore,CCU → DEL → BLR,17:00,07/05/26 19:10,26h 10m,1 stop,No info,13067,13067,3,24,6,1,Mar,1570,1,17,Evening,19,Evening,Premium
Jet Airways,2019-05-01,Banglore,New Delhi,BLR → BOM → DEL,18:55,13/03/26 7:40,12h 45m,1 stop,No info,13817,13817,5,1,2,2,May,765,1,18,Evening,7,Morning,Premium
SpiceJet,2019-06-09,Banglore,Delhi,BLR → DEL,21:10,22/05/26 0:05,2h 55m,non-stop,No info,3625,3625,6,9,6,2,Jun,175,0,21,Night,0,Night,Budget
Air India,2019-05-12,Mumbai,Hyderabad,BOM → JDH → JAI → DEL → HYD,9:40,13/03/26 15:15,29h 35m,3 stops,No info,18293,18293,5,12,6,2,May,1775,3,9,Morning,15,Afternoon,Premium
Vistara,2019-03-24,Banglore,Delhi,BLR → DEL,19:30,22:15,2h 45m,non-stop,No info,5613,5613,3,24,6,1,Mar,165,0,19,Evening,22,Night,Mid-Range
Air India,2019-05-01,Delhi,Cochin,DEL → BLR → COK,6:10,07/03/26 8:15,26h 5m,1 stop,No info,11038,11038,5,1,2,2,May,1565,1,6,Morning,8,Morning,Premium
IndiGo,2019-06-09,Banglore,Delhi,BLR → DEL,6:05,8:50,2h 45m,non-stop,No info,4077,4077,6,9,6,2,Jun,165,0,6,Morning,8,Morning,Budget
Multiple carriers,2019-05-12,Delhi,Cochin,DEL → BOM → COK,8:00,21:00,13h,1 stop,No info,6883,6883,5,12,6,2,May,780,1,8,Morning,21,Night,Mid-Range
Air India,2019-03-24,Banglore,New Delhi,BLR → DEL,17:00,19:45,2h 45m,non-stop,No info,19508,19508,3,24,6,1,Mar,165,0,17,Evening,19,Evening,Premium
Air India,2019-05-01,Banglore,New Delhi,BLR → BOM → DEL,8:50,23:15,14h 25m,1 stop,No info,8714,8714,5,1,2,2,May,865,1,8,Morning,23,Night,Mid-Range
IndiGo,2019-06-09,Kolkata,Banglore,CCU → BLR,4:40,7:15,2h 35m,non-stop,No info,4804,4804,6,9,6,2,Jun,155,0,4,Night,7,Morning,Budget
Multiple carriers,2019-05-12,Delhi,Cochin,DEL → BOM → COK,8:00,15:30,7h 30m,1 stop,No info,15078,15078,5,12,6,2,May,450,1,8,Morning,15,Afternoon,Premium
SpiceJet,2019-03-24,Kolkata,Banglore,CCU → BLR,17:10,19:40,2h 30m,non-stop,No check-in baggage included,4807,4807,3,24,6,1,Mar,150,0,17,Evening,19,Evening,Budget
Multiple carriers,2019-05-01,Delhi,Cochin,DEL → GWL → IDR → BOM → COK,11:35,21:00,9h 25m,3 stops,No info,21829,21829,5,1,2,2,May,565,3,11,Morning,21,Night,Premium
Vistara,2019-06-09,Banglore,New Delhi,BLR → DEL,11:30,14:10,2h 40m,non-stop,No info,5403,5403,6,9,6,2,Jun,160,0,11,Morning,14,Afternoon,Mid-Range
GoAir,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,23:30,19/05/26 7:45,8h 15m,1 stop,No info,7335,7335,3,24,6,1,Mar,495,1,23,Night,7,Morning,Mid-Range
Jet Airways,2019-05-01,Delhi,Cochin,DEL → MAA → BOM → COK,17:35,28/03/26 4:25,10h 50m,2 stops,In-flight meal not included,9412,9412,5,1,2,2,May,650,2,17,Evening,4,Night,Mid-Range
Jet Airways,2019-06-09,Kolkata,Banglore,CCU → BOM → BLR,8:25,19:50,11h 25m,1 stop,In-flight meal not included,10844,10844,6,9,6,2,Jun,685,1,8,Morning,19,Evening,Premium
IndiGo,2019-05-12,Banglore,Delhi,BLR → DEL,18:55,21:50,2h 55m,non-stop,No info,4990,4990,5,12,6,2,May,175,0,18,Evening,21,Night,Budget
Jet Airways,2019-03-24,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,29/05/26 4:25,29h 20m,2 stops,No info,16704,16704,3,24,6,1,Mar,1760,2,23,Night,4,Night,Premium
Air India,2019-05-01,Delhi,Cochin,DEL → NAG → BOM → COK,5:55,10/04/26 19:15,37h 20m,2 stops,No info,7711,7711,5,1,2,2,May,2240,2,5,Morning,19,Evening,Mid-Range
Jet Airways,2019-06-09,Delhi,Cochin,DEL → BOM → COK,17:30,04/06/26 4:25,10h 55m,1 stop,In-flight meal not included,10262,10262,6,9,6,2,Jun,655,1,17,Evening,4,Night,Premium
Multiple carriers,2019-05-12,Delhi,Cochin,DEL → BOM → COK,12:50,21:00,8h 10m,1 stop,In-flight meal not included,6007,6007,5,12,6,2,May,490,1,12,Afternoon,21,Night,Mid-Range
Air India,2019-03-24,Kolkata,Banglore,CCU → BOM → AMD → BLR,9:25,02/04/26 5:25,20h,2 stops,No info,12219,12219,3,24,6,1,Mar,1200,2,9,Morning,5,Morning,Premium
GoAir,2019-05-01,Banglore,Delhi,BLR → DEL,20:55,23:40,2h 45m,non-stop,No info,3898,3898,5,1,2,2,May,165,0,20,Evening,23,Night,Budget
Jet Airways,2019-06-09,Kolkata,Banglore,CCU → DEL → BLR,17:00,07/05/26 22:05,29h 5m,1 stop,No info,11467,11467,6,9,6,2,Jun,1745,1,17,Evening,22,Night,Premium
Air India,2019-05-12,Kolkata,Banglore,CCU → JAI → DEL → BLR,8:20,20:25,12h 5m,2 stops,No info,12534,12534,5,12,6,2,May,725,2,8,Morning,20,Evening,Premium
Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,8:25,18:15,9h 50m,1 stop,In-flight meal not included,10844,10844,3,24,6,1,Mar,590,1,8,Morning,18,Evening,Premium
SpiceJet,2019-05-01,Banglore,New Delhi,BLR → DEL,5:45,8:35,2h 50m,non-stop,No info,4377,4377,5,1,2,2,May,170,0,5,Morning,8,Morning,Budget
